region,trust,date,type1_attendances,admissions
NHS England London,The Barkantine Practice,2018-05,0,0
NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2018-05,5472,2009
NHS England London,The Junction Hc - Unregistered Patients,2018-05,0,0
NHS England London,The Pinn Unregistered Wic,2018-05,0,0
NHS England London,The Ridgeway Surgery,2018-05,0,0
NHS England London,The Wembley Practice,2018-05,0,0
NHS England London,University College London Hospitals NHS Foundation Trust,2018-05,12138,2795
NHS England London,Urgent Care Centre (Qms),2018-05,0,0
NHS England London,Whittington Health NHS Trust,2018-05,9229,1597
NHS England Midlands And East ,Assura Vertis Urgent Care Centres (Birmingham),2018-05,0,0
NHS England Midlands And East ,Badger Ltd,2018-05,0,0
NHS England Midlands And East ,Basildon And Thurrock University Hospitals NHS Foundation Trust,2018-05,13381,3571
NHS England Midlands And East ,Bedford Hospital NHS Trust,2018-05,6891,2293
NHS England Midlands And East ,Birmingham Wic,2018-05,0,0
NHS England Midlands And East ,Birmingham Women's And Children's NHS Foundation Trust,2018-05,5154,1354
NHS England Midlands And East ,Burton Hospitals NHS Foundation Trust,2018-05,5897,2487
NHS England Midlands And East ,Cambridge University Hospitals NHS Foundation Trust,2018-05,10313,3345
NHS England Midlands And East ,Chesterfield Royal Hospital NHS Foundation Trust,2018-05,5871,2949
NHS England Midlands And East ,Clacton Hospital,2018-05,0,0
NHS England Midlands And East ,Colchester Hospital University NHS Foundation Trust,2018-05,8812,3565
NHS England Midlands And East ,Corby Urgent Care Centre,2018-05,0,0
NHS England Midlands And East ,Coventry And Warwickshire Partnership NHS Trust,2018-05,0,84
NHS England Midlands And East ,Derby Teaching Hospitals NHS Foundation Trust,2018-05,11898,4937
NHS England Midlands And East ,Derbyshire Community Health Services NHS Foundation Trust,2018-05,0,0
NHS England Midlands And East ,Dhu Health Care C.I.C,2018-05,0,0
NHS England Midlands And East ,East And North Hertfordshire NHS Trust,2018-05,9423,3984
NHS England Midlands And East ,Erdington GP Health & Wellbeing Wic,2018-05,0,0
NHS England Midlands And East ,Fryatt Hospital,2018-05,0,0
NHS England Midlands And East ,George Eliot Hospital NHS Trust,2018-05,7359,1423
NHS England Midlands And East ,Haverstock Healthcare (Cheshunt Community Hospital),2018-05,0,0
NHS England Midlands And East ,Heart Of England NHS Foundation Trust,2018-05,21213,10548
NHS England Midlands And East ,Hertfordshire Community NHS Trust,2018-05,0,0
NHS England Midlands And East ,Ipswich Hospital NHS Trust,2018-05,7443,2965
NHS England Midlands And East ,James Paget University Hospitals NHS Foundation Trust,2018-05,5942,1995
NHS England Midlands And East ,Kettering General Hospital NHS Foundation Trust,2018-05,7701,3183
NHS England Midlands And East ,Latham House Medical Practice,2018-05,0,0
NHS England Midlands And East ,Lincolnshire Community Health Services NHS Trust,2018-05,0,4
NHS England Midlands And East ,Loughborough Urgent Care Centre,2018-05,0,0
NHS England Midlands And East ,Luton And Dunstable University Hospital NHS Foundation Trust,2018-05,9241,3850
NHS England Midlands And East ,Market Harborough Med.Ctr,2018-05,0,338
NHS England Midlands And East ,Market Harborough Urgent Care Centre,2018-05,0,0
NHS England Midlands And East ,Melton Mowbray Urgent Care Centre,2018-05,0,0
NHS England Midlands And East ,Mid Essex Hospital Services NHS Trust,2018-05,8952,3071
NHS England Midlands And East ,Milton Keynes University Hospital NHS Foundation Trust,2018-05,7465,2779
NHS England Midlands And East ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2018-05,9771,4954
NHS England Midlands And East ,North West Anglia NHS Foundation Trust,2018-05,12954,4697
NHS England Midlands And East ,Northampton General Hospital NHS Trust,2018-05,8997,3636
NHS England Midlands And East ,Norwich Practices Ltd,2018-05,0,0
NHS England Midlands And East ,Nottingham Citycare Partnership,2018-05,0,0
NHS England Midlands And East ,Nottingham University Hospitals NHS Trust,2018-05,13144,6729
NHS England Midlands And East ,Oadby & Wigston Urgent Care Centre,2018-05,0,0
NHS England Midlands And East ,Oakham Medical Practice,2018-05,0,0
NHS England Midlands And East ,Oakham Urgent Care Centre,2018-05,0,0
NHS England Midlands And East ,Putnoe Medical Centre Walk In Centre,2018-05,0,0
NHS England Midlands And East ,Sandwell And West Birmingham Hospitals NHS Trust,2018-05,14389,3877
NHS England Midlands And East ,Sherwood Forest Hospitals NHS Foundation Trust,2018-05,9056,3058
NHS England Midlands And East ,Shrewsbury And Telford Hospital NHS Trust,2018-05,9939,4741
NHS England Midlands And East ,Shropshire Community Health NHS Trust,2018-05,0,31
NHS England Midlands And East ,Sleaford Medical Group,2018-05,0,0
NHS England Midlands And East ,South Birmingham GP Walk In Centre,2018-05,0,0
NHS England Midlands And East ,South Warwickshire NHS Foundation Trust,2018-05,5984,2196
NHS England Midlands And East ,Southend University Hospital NHS Foundation Trust,2018-05,7908,3476
NHS England Midlands And East ,Summerfield GP Surg & Urgent Care Centre,2018-05,0,0
NHS England Midlands And East ,The Dudley Group NHS Foundation Trust,2018-05,9113,3005
NHS England Midlands And East ,The Princess Alexandra Hospital NHS Trust,2018-05,8829,2657
NHS England Midlands And East ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2018-05,5963,3018
NHS England Midlands And East ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2018-05,0,25
NHS England Midlands And East ,The Royal Wolverhampton NHS Trust,2018-05,11639,3671
NHS England Midlands And East ,United Lincolnshire Hospitals NHS Trust,2018-05,12827,4984
NHS England Midlands And East ,University Hospitals Birmingham NHS Foundation Trust,2018-05,10573,5416
NHS England Midlands And East ,University Hospitals Coventry And Warwickshire NHS Trust,2018-05,12362,4995
NHS England Midlands And East ,University Hospitals Of Leicester NHS Trust,2018-05,18988,8858
NHS England Midlands And East ,University Hospitals Of North Midlands NHS Trust,2018-05,16732,8145
NHS England Midlands And East ,Walsall Healthcare NHS Trust,2018-05,6688,2663
NHS England Midlands And East ,Walsall Urgent Care Centre (Community Site),2018-05,0,13
NHS England Midlands And East ,West Hertfordshire Hospitals NHS Trust,2018-05,8516,3551
NHS England Midlands And East ,West Suffolk NHS Foundation Trust,2018-05,5973,2959
NHS England Midlands And East ,Worcestershire Acute Hospitals NHS Trust,2018-05,10780,3899
NHS England Midlands And East ,Wye Valley NHS Trust,2018-05,5258,1504
NHS England North ,Aintree University Hospital NHS Foundation Trust,2018-05,7904,4429
NHS England North ,Airedale NHS Foundation Trust,2018-05,5356,2103
NHS England North ,Alder Hey Children's NHS Foundation Trust,2018-05,5489,1299
NHS England North ,Alfred Bean Hospital,2018-05,0,0
NHS England North ,Barnsley Hospital NHS Foundation Trust,2018-05,8390,2733
NHS England North ,Blackpool Teaching Hospitals NHS Foundation Trust,2018-05,7050,3329
NHS England North ,Bolton NHS Foundation Trust,2018-05,9888,3087
NHS England North ,Bradford Teaching Hospitals NHS Foundation Trust,2018-05,10983,5090
NHS England North ,Bransholme Health Centre,2018-05,0,0
NHS England North ,Bridgewater Community Healthcare NHS Foundation Trust,2018-05,0,0
NHS England North ,Calderdale And Huddersfield NHS Foundation Trust,2018-05,13433,4610
NHS England North ,City Hospitals Sunderland NHS Foundation Trust,2018-05,8431,3643
NHS England North ,Countess Of Chester Hospital NHS Foundation Trust,2018-05,6534,2400
NHS England North ,County Durham And Darlington NHS Foundation Trust,2018-05,11536,5293
NHS England North ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,2018-05,12085,4692
NHS England North ,Dr Local Care Direct Ooh,2018-05,0,0
NHS England North ,Dr Local Care Direct Ooh,2018-05,0,0
NHS England North ,East Cheshire NHS Trust,2018-05,4249,1297
NHS England North ,East Lancashire Hospitals NHS Trust,2018-05,9737,4818
NHS England North ,East Riding Community Hospital,2018-05,0,0
NHS England North ,Gateshead Health NHS Foundation Trust,2018-05,8155,2090
NHS England North ,Harrogate And District NHS Foundation Trust,2018-05,4621,1504
NHS England North ,Hornsea Cottage Hospital,2018-05,0,0
NHS England North ,Hull And East Yorkshire Hospitals NHS Trust,2018-05,12020,4669
NHS England North ,Humber Teaching NHS Foundation Trust,2018-05,0,0
NHS England North ,Lancashire Teaching Hospitals NHS Foundation Trust,2018-05,6428,4093
NHS England North ,Leeds Teaching Hospitals NHS Trust,2018-05,17750,6960
NHS England North ,Liverpool Community Health NHS Trust,2018-05,0,0
NHS England North ,Liverpool Heart And Chest Hospital NHS Foundation Trust,2018-05,0,271
NHS England North ,Liverpool Women's NHS Foundation Trust,2018-05,0,128
NHS England North ,Manchester University NHS Foundation Trust,2018-05,22478,8567
NHS England North ,Mersey Care NHS Foundation Trust,2018-05,0,255
NHS England North ,Mid Cheshire Hospitals NHS Foundation Trust,2018-05,5727,3111
NHS England North ,Mid Yorkshire Hospitals NHS Trust,2018-05,18685,5435
NHS England North ,Miriam Minor Emergency,2018-05,0,0
NHS England North ,Moreton Health Minor Injury,2018-05,0,0
NHS England North ,North Cumbria University Hospitals NHS Trust,2018-05,8364,3036
NHS England North ,North Tees And Hartlepool NHS Foundation Trust,2018-05,3806,4402
NHS England North ,North West Boroughs Healthcare NHS Foundation Trust,2018-05,0,0
NHS England North ,Northern Doctors Urgent Care,2018-05,0,0
NHS England North ,Northern Lincolnshire And Goole NHS Foundation Trust,2018-05,12324,3382
NHS England North ,Northumbria Healthcare NHS Foundation Trust,2018-05,8967,4762
NHS England North ,Park Community Practice,2018-05,0,0
NHS England North ,Parkfield (H) Minor Emergency,2018-05,0,0
NHS England North ,Pennine Acute Hospitals NHS Trust,2018-05,23541,8574
NHS England North ,Pennine Care NHS Foundation Trust,2018-05,0,0
NHS England North ,Rossendale Minor Injuries Unit,2018-05,0,0
NHS England North ,Royal Liverpool And Broadgreen University Hospitals NHS Trust,2018-05,8323,3689
NHS England North ,Salford Royal NHS Foundation Trust,2018-05,8843,3212
NHS England North ,Shakespeare Walk-In Centre,2018-05,0,0
NHS England North ,Sheffield Children's NHS Foundation Trust,2018-05,5072,925
NHS England North ,Sheffield Teaching Hospitals NHS Foundation Trust,2018-05,9527,5755
NHS England North ,Skelmersdale Walk In Centre,2018-05,0,0
NHS England North ,South Tees Hospitals NHS Foundation Trust,2018-05,11631,4934
NHS England North ,South Tyneside NHS Foundation Trust,2018-05,5769,1320
NHS England North ,South West Yorkshire Partnership NHS Foundation Trust,2018-05,0,150
NHS England North ,Southport And Ormskirk Hospital NHS Trust,2018-05,7058,2343
NHS England North ,St Helens And Knowsley Hospital Services NHS Trust,2018-05,10066,4956
NHS England North ,Stockport NHS Foundation Trust,2018-05,7626,3764
NHS England North ,Tameside And Glossop Integrated Care NHS Foundation Trust,2018-05,7497,2374
NHS England North ,The Christie NHS Foundation Trust,2018-05,0,560
NHS England North ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2018-05,10564,4850
NHS England North ,The Rotherham NHS Foundation Trust,2018-05,8862,2025
NHS England North ,The Walton Centre NHS Foundation Trust,2018-05,0,193
NHS England North ,The Wilberforce Health Centre,2018-05,0,0
NHS England North ,University Hospitals Of Morecambe Bay NHS Foundation Trust,2018-05,8469,3522
NHS England North ,Warrington And Halton Hospitals NHS Foundation Trust,2018-05,6912,2771
NHS England North ,Wirral Community NHS Foundation Trust,2018-05,0,0
NHS England North ,Wirral University Teaching Hospital NHS Foundation Trust,2018-05,8087,4274
NHS England North ,Withernsea Hospital,2018-05,0,0
NHS England North ,Workington Health Limited,2018-05,0,0
NHS England North ,"Wrightington, Wigan And Leigh NHS Foundation Trust",2018-05,7439,3229
NHS England North ,York Teaching Hospital NHS Foundation Trust,2018-05,10266,5508
NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,2018-05,8705,2382
NHS England South East ,Ashford Walk-In-Centre,2018-05,0,0
NHS England South East ,Assura Reading Llp,2018-05,0,0
NHS England South East ,Berkshire Healthcare NHS Foundation Trust,2018-05,0,0
NHS England South East ,Bracknell Urgent Care Centre Wic,2018-05,0,0
NHS England South East ,Brighton And Sussex University Hospitals NHS Trust,2018-05,13461,3862
NHS England South East ,Brighton Station Health Centre,2018-05,0,0
NHS England South East ,Buckinghamshire Healthcare NHS Trust,2018-05,6897,4441
NHS England South East ,Dartford And Gravesham NHS Trust,2018-05,9470,3190
NHS England South East ,East Berks Primary Care Ooh(Wam),2018-05,0,0
NHS England South East ,East Kent Hospitals University NHS Foundation Trust,2018-05,14627,6255
NHS England South East ,East Sussex Healthcare NHS Trust,2018-05,10754,4068
NHS England South East ,Eastbourne Station Health Centre,2018-05,0,0
NHS England South East ,First Community Health And Care Cic,2018-05,0,0
NHS England South East ,Frimley Health NHS Foundation Trust,2018-05,21112,7934
NHS England South East ,Hampshire Hospitals NHS Foundation Trust,2018-05,10053,3800
NHS England South East ,Haslemere Minor Injuries Unit,2018-05,0,1
NHS England South East ,Hastings Med P & Walkin,2018-05,0,0
NHS England South East ,Isle Of Wight NHS Trust,2018-05,4269,1063
NHS England South East ,Kent Community Health NHS Foundation Trust,2018-05,0,0
NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,2018-05,13537,4677
NHS England South East ,Medway NHS Foundation Trust,2018-05,8399,3349
NHS England South East ,Oxford Health NHS Foundation Trust,2018-05,0,0
NHS England South East ,Oxford University Hospitals NHS Foundation Trust,2018-05,11890,6887
NHS England South East ,Portsmouth Hospitals NHS Trust,2018-05,10312,5002
NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,2018-05,0,440
NHS England South East ,Royal Berkshire NHS Foundation Trust,2018-05,9346,3541
NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,2018-05,6547,2891
